Year,Home,hFGM,hFGA,hFGpercent,h3PM,h3PA,h3Ppercent,hFTM,hFTA,hOREB,hDREB,hTO,hPoints,Away,aFGM,aFGA,aFGpercent,a3PM,a3PA,a3Ppercent,aFTM,aFTA,aOREB,aDREB,aTO,aPoints,HTWon,heFG,hTOV,hORB,hDRB,hFTF,aeFG,aTOV,aORB,aDRB,aFTF
2016-2017,Queens,30,77,39,7,21,33.3,17,27,19,26,13,84,Wilfrid Laurier,23,62,37.1,9,18,50,23,33,16,26,23,78,1,0.435064935,0.156853282,0.422222222,0.619047619,0.220779221,0.443548387,0.275383142,0.380952381,0.577777778,0.370967742
2016-2017,Ryerson,31,56,55.4,1,9,11.1,10,14,10,37,17,73,Nipissing,13,57,22.8,8,31,25.8,1,6,11,16,23,35,1,0.5625,0.245806825,0.384615385,0.770833333,0.178571429,0.298245614,0.321049693,0.229166667,0.615384615,0.01754386
2016-2017,Toronto,29,59,49.2,5,10,50,16,21,11,29,15,79,Laurentian,22,60,36.7,10,27,37,10,14,7,20,17,64,1,0.533898305,0.207641196,0.35483871,0.805555556,0.271186441,0.45,0.223214286,0.194444444,0.64516129,0.166666667
2016-2017,York,21,62,33.9,0,13,0,13,20,16,24,23,55,Waterloo,20,68,29.4,7,20,35,20,25,11,23,18,67,0,0.338709677,0.29562982,0.41025641,0.685714286,0.209677419,0.345588235,0.209302326,0.314285714,0.58974359,0.294117647
2016-2017,Algoma,16,52,30.8,8,24,33.3,10,12,1,29,14,50,Ottawa,23,66,34.8,9,25,36,9,12,10,27,14,64,0,0.384615385,0.199203187,0.035714286,0.743589744,0.192307692,0.416666667,0.18597237,0.256410256,0.964285714,0.136363636
2016-2017,Brock,29,72,40.3,3,9,33.3,21,26,21,40,15,82,Guelph,19,74,25.7,1,20,5,14,19,20,27,17,53,1,0.423611111,0.193698347,0.4375,0.666666667,0.291666667,0.263513514,0.21421371,0.333333333,0.5625,0.189189189
2016-2017,Queens,33,70,47.1,7,20,35,20,29,26,28,19,93,Waterloo,23,62,37.1,6,23,26.1,11,17,11,13,17,63,1,0.521428571,0.250791975,0.666666667,0.717948718,0.285714286,0.419354839,0.225225225,0.282051282,0.333333333,0.177419355
2016-2017,Ryerson,20,51,39.2,4,11,36.4,22,25,12,37,21,66,Laurentian,22,66,33.3,8,25,32,9,11,9,19,11,61,1,0.431372549,0.295774648,0.387096774,0.804347826,0.431372549,0.393939394,0.151015925,0.195652174,0.612903226,0.136363636
2016-2017,Toronto,26,73,35.6,3,10,30,11,13,20,21,13,66,Nipissing,14,44,31.8,4,19,21.1,11,19,10,21,22,43,1,0.376712329,0.181260457,0.487804878,0.677419355,0.150684932,0.363636364,0.341827222,0.322580645,0.512195122,0.25
2016-2017,York,19,70,27.1,1,13,7.7,18,26,21,27,28,57,Wilfrid Laurier,30,68,44.1,5,15,33.3,22,31,14,22,11,87,0,0.278571429,0.316598824,0.488372093,0.658536585,0.257142857,0.477941176,0.139877925,0.341463415,0.511627907,0.323529412
2016-2017,Lakehead,26,65,40,7,16,43.8,3,3,4,16,15,62,Windsor,29,71,40.8,9,27,33.3,7,14,16,25,16,74,0,0.453846154,0.193998965,0.137931034,0.5,0.046153846,0.471830986,0.207361327,0.5,0.862068966,0.098591549
2016-2017,McMaster,28,83,33.7,7,28,25,9,16,21,21,13,72,Guelph,22,60,36.7,5,13,38.5,7,8,10,28,27,56,1,0.379518072,0.158459288,0.428571429,0.677419355,0.108433735,0.408333333,0.335320417,0.322580645,0.571428571,0.116666667
2016-2017,Western,27,75,36,2,16,12.5,8,14,21,30,21,64,Wilfrid Laurier,24,59,40.7,5,17,29.4,16,19,4,24,14,69,0,0.373333333,0.258748152,0.466666667,0.882352941,0.106666667,0.449152542,0.180972079,0.117647059,0.533333333,0.271186441
2016-2017,Windsor,32,65,49.2,13,30,43.3,15,22,12,36,22,92,Waterloo,15,63,23.8,2,23,8.7,9,16,7,15,21,41,1,0.592307692,0.259801606,0.444444444,0.837209302,0.230769231,0.253968254,0.249881009,0.162790698,0.555555556,0.142857143
2016-2017,Algoma,18,58,31,9,30,30,4,4,5,26,19,49,Ryerson,19,69,27.5,3,19,15.8,18,27,16,30,6,59,0,0.387931034,0.257592191,0.142857143,0.619047619,0.068965517,0.297101449,0.084650113,0.380952381,0.857142857,0.260869565
2016-2017,Lakehead,24,71,33.8,2,21,9.5,11,17,15,20,21,61,Queen's,25,59,42.4,6,12,50,12,19,14,19,28,68,0,0.352112676,0.248579545,0.441176471,0.588235294,0.154929577,0.474576271,0.344149459,0.411764706,0.558823529,0.203389831
2016-2017,Laurentian,18,50,36,7,25,28,17,25,5,22,13,60,Ottawa,27,64,42.2,6,26,23.1,11,17,13,24,12,71,0,0.43,0.188405797,0.172413793,0.628571429,0.34,0.46875,0.170261067,0.371428571,0.827586207,0.171875
2016-2017,Nipissing,10,42,23.8,2,11,18.2,17,23,7,23,23,39,Carleton,28,70,40,4,24,16.7,11,21,17,23,14,71,0,0.261904762,0.33763946,0.233333333,0.575,0.404761905,0.428571429,0.18363064,0.425,0.766666667,0.157142857
2016-2017,Algoma,19,53,35.8,8,19,42.1,6,10,15,21,27,52,Toronto,29,61,47.5,7,17,41.2,20,24,9,14,16,85,0,0.433962264,0.389048991,0.517241379,0.7,0.113207547,0.532786885,0.203665988,0.3,0.482758621,0.327868852
2016-2017,Brock,36,76,47.4,3,10,30,15,25,21,34,19,90,McMaster,35,83,42.2,6,22,27.3,18,28,24,28,13,94,0,0.493421053,0.223529412,0.428571429,0.586206897,0.197368421,0.457831325,0.154174573,0.413793103,0.571428571,0.21686747
2016-2017,Lakehead,27,71,38,7,19,36.8,4,8,10,21,19,65,York,17,55,30.9,1,12,8.3,12,22,10,25,32,47,1,0.429577465,0.227490421,0.285714286,0.677419355,0.056338028,0.318181818,0.369173973,0.322580645,0.714285714,0.218181818
2016-2017,Laurentian,11,58,19,4,18,22.2,11,16,14,17,18,37,Carleton,28,61,45.9,4,17,23.5,12,17,20,32,24,72,0,0.224137931,0.260718424,0.304347826,0.459459459,0.189655172,0.491803279,0.331125828,0.540540541,0.695652174,0.196721311
